CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_Book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
CID-05118,Existing,62,M,1,High School,Married,$80K - $120K,Blue,48,4,4,4,6417.0,89,2892.353854794716,1.423265001141858,2452,74,1.3151712796004569,0.6729827099053932
CID-05119,Existing,25,M,0,Graduate,Single,$80K - $120K,Blue,42,1,2,3,10381.5,1763,5914.588917859328,2.057835724299377,6438,71,2.9392248501974434,0.8341228466452
CID-05120,Existing,56,M,3,Graduate,Single,Unknown,Blue,59,6,2,1,6852.0,1138,6097.964545208305,2.0184809837975477,725,83,2.792191423375295,0.5210545365684386
CID-05121,Existing,30,M,0,Post-Graduate,Married,$40K - $60K,Silver,12,6,3,0,6303.0,1256,5101.844271501484,2.4233059484889377,5898,25,1.1948465690394954,0.3058767961095413
CID-05122,Attrited,18,F,4,Graduate,Single,$40K - $60K,Blue,36,1,2,5,5632.0,1944,4313.486904622019,3.237854793100754,2006,95,3.1360540111580626,0.5962496161089793
CID-05123,Existing,23,F,5,Graduate,Married,$60K - $80K,Silver,39,2,2,2,5260.0,2290,3997.3739055859123,1.6645964790906762,7171,36,1.4786407747877617,0.3634574736499992
CID-05124,Existing,24,M,2,Post-Graduate,Unknown,$120K +,Blue,34,4,1,3,6064.5,2464,3583.654908676217,2.9900084530877282,5686,35,1.2031573273649085,0.6983186401267572
CID-05125,Attrited,65,M,2,High School,Married,$60K - $80K,Blue,40,3,4,10,6541.0,1906,5461.284813611214,0.657466596707474,5572,84,2.1850426393484823,0.5606367776237131
CID-05126,Existing,44,M,2,Graduate,Unknown,$120K +,Silver,33,3,0,5,9439.5,1158,6214.458531129851,2.811782352991057,3874,61,0.7306071562186706,0.22458508958084655
CID-05127,Existing,32,F,1,High School,Single,$40K - $60K,Gold,21,4,4,0,10486.5,499,5918.599592742527,0.84783454734141,6737,33,2.981453316543986,0.24850342632585165
CID-05128,Existing,69,M,1,Graduate,Single,$60K - $80K,Blue,57,2,4,3,8241.0,2653,7250.417528902244,2.468063649306935,1519,56,2.0336339392771428,0.3239856101134746
CID-05129,Existing,51,M,2,Doctorate,Single,$40K - $60K,Blue,28,2,2,3,3414.0,2222,2214.7767423072905,1.8225514211222258,5569,34,2.8549592678482827,0.2115708948940685
CID-05130,Attrited,40,M,3,High School,Married,Unknown,Blue,24,1,1,4,7338.0,786,6600.179418015418,2.3493880279920654,4122,75,1.4749023896757247,0.4709205282038809
CID-05131,Existing,65,M,4,Unknown,Unknown,$40K - $60K,Blue,27,6,4,2,6520.0,2407,5250.564410214983,2.5789528136782454,4606,91,3.163466586831263,0.11824239117448469
CID-05132,Existing,66,M,3,Uneducated,Divorced,$60K - $80K,Blue,23,1,3,2,6432.0,2019,4957.60430317723,3.2218892404769455,3974,11,2.89186431348804,0.6651727564362664
CID-05133,Existing,41,M,2,Graduate,Divorced,Less than $40K,Silver,59,4,4,4,4841.9,874,6015.960611423524,1.3680696137729713,5526,95,1.8596610397790527,0.7578646284455229
CID-05134,Existing,32,M,4,High School,Married,Unknown,Gold,26,3,2,7,4513.5,677,2756.973798881434,1.3200753776634953,3071,68,2.4014772137327767,0.7590685190637232
CID-05135,Attrited,52,M,1,Doctorate,Single,Unknown,Blue,50,5,1,6,11107.5,2717,6179.260187365226,2.899024485721572,6756,71,1.8637399165178477,0.2500528884336908
CID-05136,Existing,21,F,0,Uneducated,Divorced,Unknown,Blue,30,2,1,2,3169.0,998,2403.1566339619762,3.3780813161607153,2123,80,2.3363070112792697,0.2142466587694403
CID-05137,Existing,61,M,0,High School,Single,Less than $40K,Blue,32,4,1,4,1698.1999999999998,2176,1271.2386406772473,1.4616326917410838,4560,28,2.2994898887639748,0.7759590706521811
CID-05138,Existing,54,M,4,Unknown,Single,$40K - $60K,Silver,43,5,1,1,5739.0,1791,4724.629334543164,1.2098222443483084,4901,73,2.9298322359267237,0.6119841708777096
CID-05139,Existing,34,F,3,Unknown,Married,$40K - $60K,Blue,16,4,2,4,8146.0,-132,7980.897576284768,1.317530195019876,4253,46,2.3859680652867747,0.7462874154752169
CID-05140,Attrited,48,F,4,Graduate,Married,$80K - $120K,Platinum,58,3,1,6,20124.0,1676,5586.138950026682,3.4030605247032675,2067,72,1.4490734480221046,0.05642671166584785
CID-05141,Existing,55,M,3,Doctorate,Married,$40K - $60K,Blue,26,5,0,1,6812.0,1497,5367.04686065165,3.45778401265391,2466,61,2.782400055772913,0.3191172747982102
CID-05142,Existing,27,F,5,Graduate,Single,$80K - $120K,Blue,43,2,2,2,9786.0,2507,5792.448136606905,2.0347224910851,3433,28,2.8329481339192975,0.3008328870415498
CID-05143,Existing,67,M,3,Graduate,Single,$40K - $60K,Blue,12,4,1,1,4673.0,2168,4630.549365495741,3.036955165389582,1879,55,2.171027276643999,0.15206102874949579
CID-05144,Existing,44,F,0,College,Divorced,$80K - $120K,Blue,26,4,2,4,6028.5,1532,2814.6737945741042,3.0192427723407063,7158,32,0.527062965442114,0.7080505261235199
CID-05145,Existing,59,F,1,High School,Married,$40K - $60K,Blue,46,1,1,7,2519.0,2531,1644.431496456451,2.1979823677776924,3900,79,1.3032515574437777,0.1827444261752084
CID-05146,Attrited,23,M,2,Post-Graduate,Single,$60K - $80K,Blue,31,3,3,2,6302.0,1074,4391.798298632182,3.140303359413712,5447,63,0.5888415606440418,0.00699684813784503
CID-05147,Existing,23,M,1,High School,Married,$60K - $80K,Silver,42,4,1,6,4349.0,1507,3949.668010008452,2.738920003570066,5047,44,1.040212562277849,0.7743884584972772
CID-05148,Attrited,69,M,2,Graduate,Single,Less than $40K,Gold,31,2,3,6,7721.699999999999,1713,5333.547948592393,2.9379758344201776,7735,85,1.3038273566967704,0.6478989124987968
CID-05149,Existing,32,F,5,Uneducated,Married,Unknown,Blue,58,5,1,7,5601.0,338,4151.51396797251,2.9267210933191294,487,92,1.0241754512720398,0.10126984282115474
CID-05150,Existing,21,M,0,College,Single,$120K +,Silver,35,1,2,2,8221.5,1356,4481.419597477445,2.792181965508668,4614,44,1.3360030395902067,0.26588408599335017
CID-05151,Existing,65,F,2,College,Married,Unknown,Silver,51,6,1,7,1909.0,484,1276.6706145933406,1.0378575860612542,3376,23,3.1473971788388306,0.32561268134475785
CID-05152,Existing,57,M,5,Graduate,Married,$60K - $80K,Silver,21,5,1,3,4722.0,1117,4105.650613108284,2.150810017584161,4728,11,2.4585405201138086,0.165052434118518
CID-05153,Attrited,24,M,3,College,Divorced,Less than $40K,Blue,25,6,3,7,3482.5,-128,4020.60448731922,2.5700042064806206,5091,49,3.0516276145474284,0.4678062427221109
CID-05154,Existing,68,M,4,Uneducated,Single,$60K - $80K,Blue,46,6,1,3,1000.0,236,0.0,2.3132706816245627,4351,86,2.391841895788656,0.7480915258581976
CID-05155,Existing,66,M,2,Graduate,Married,$60K - $80K,Blue,40,6,2,4,4709.0,2603,4312.470263421319,2.578294868429803,5903,84,3.0793715986025143,0.3940786568362637
CID-05156,Existing,62,M,1,Graduate,Unknown,$40K - $60K,Blue,20,5,1,2,4973.0,2480,4047.730268694917,1.287125399529807,6972,14,2.0075133961332208,0.06097421707809313
CID-05157,Existing,64,M,0,College,Married,$120K +,Silver,21,1,4,2,7233.0,1432,4222.38855585104,0.6332420857172222,3150,25,1.6710539703110414,0.8392149243210978
CID-05158,Existing,43,F,0,High School,Unknown,$40K - $60K,Silver,13,4,2,4,3314.0,1670,2504.216305089746,2.6999312846114063,26,85,2.0825153477005243,0.27539994001827595
CID-05159,Existing,48,F,5,High School,Divorced,$40K - $60K,Silver,34,6,1,4,6915.0,644,5535.709743103482,3.439103187280693,4451,75,1.3778216977394004,0.030463187246819682
CID-05160,Existing,19,F,4,High School,Married,$60K - $80K,Blue,29,3,1,1,4689.0,31,3724.3244457204337,2.106532348009407,7262,41,2.3857499005174803,0.6181260284496812
CID-05161,Existing,45,M,3,Graduate,Single,$80K - $120K,Blue,12,3,1,5,1951.5,2284,67.05129098868497,0.5706593338607588,4901,68,1.8974371885959973,0.24280448066610325
CID-05162,Existing,59,F,3,Graduate,Married,Less than $40K,Blue,22,6,1,4,1927.1,1916,1773.3807896015246,2.5000711176452337,5281,49,3.0936234891706054,0.681574618159876
CID-05163,Existing,30,F,0,High School,Married,$60K - $80K,Blue,48,5,1,9,8859.0,914,8652.26464647012,2.539350970011099,3521,97,0.675277690064934,0.026429936647968437
CID-05164,Existing,35,M,3,High School,Married,Unknown,Blue,47,5,2,1,4468.0,726,4232.891072082403,2.681980535777554,960,64,2.5871622042468365,0.06617535163304054
CID-05165,Existing,47,M,5,Graduate,Married,$120K +,Blue,44,3,1,7,1500.0,1638,69.71859700444656,0.5222970441078798,2020,30,1.116408987528526,0.11668961546606191
CID-05166,Attrited,28,M,4,Doctorate,Married,$60K - $80K,Blue,47,2,5,1,5498.0,1557,3826.367049295571,1.731339712573101,1657,98,2.794995115418563,0.22860218008252725
CID-05167,Existing,30,F,0,Graduate,Married,$120K +,Blue,35,6,4,3,3987.0,2046,1041.0061899390257,1.119803905394367,3861,59,3.2003736710079846,0.11940004390007146
CID-05168,Existing,68,M,3,High School,Married,$40K - $60K,Blue,36,2,2,4,7481.0,1005,6732.41576567252,1.270765151032941,5514,53,1.858478390999131,0.32809335552496205
CID-05169,Existing,41,M,2,Uneducated,Single,$120K +,Gold,34,5,2,4,5226.75,892,981.7789236253907,1.2224996509194521,4528,66,1.5515941476121156,0.7243776026053879
CID-05170,Existing,46,M,2,Unknown,Divorced,$80K - $120K,Blue,33,6,1,1,3726.0,872,1079.6128775423072,0.9523226291619145,950,20,2.1090816578449365,0.1605443604616215
CID-05171,Existing,22,F,5,College,Divorced,$120K +,Silver,44,6,2,4,10762.5,3272,5623.075163539945,0.7187046842474965,3938,97,2.9908191577378114,0.2703347932619977
CID-05172,Existing,52,M,3,Graduate,Married,$120K +,Platinum,58,3,3,4,8619.0,1204,1766.0564702349498,1.2170677348895724,7536,37,1.806698208308168,0.3648049412947183
CID-05173,Existing,36,M,2,Graduate,Single,$60K - $80K,Blue,30,6,3,1,6037.0,1654,5449.881256807633,0.5804492786471953,5771,74,2.519357762754075,0.5910572035413753
CID-05174,Existing,30,M,4,Unknown,Single,$40K - $60K,Gold,45,1,1,1,5655.0,132,1668.0702784922823,2.399529463509414,1226,90,3.4409315888121257,0.5977214994742223
CID-05175,Existing,22,M,1,Graduate,Single,$120K +,Blue,34,6,1,2,6906.0,1053,3322.4209203726214,0.9569259810346437,5260,25,1.453334961225905,0.39997799101411824
CID-05176,Existing,61,M,4,Unknown,Single,$40K - $60K,Platinum,57,4,4,2,11494.0,1178,4733.604187489435,1.2472116167472238,7423,21,0.6407992783210622,0.5572478929947597
CID-05177,Attrited,31,M,5,High School,Married,Less than $40K,Silver,37,1,1,5,4622.799999999999,2965,5582.933192406199,0.8043662924167508,2986,22,2.2808004317769663,0.1742644297673646
CID-05178,Existing,55,F,4,College,Single,$120K +,Silver,33,6,1,6,12223.5,2497,7123.2125318382805,2.1822125459850357,1370,24,0.7200873707946389,0.5547060155305353
CID-05179,Existing,39,F,3,Doctorate,Single,$40K - $60K,Blue,14,6,2,4,2956.0,340,1484.5971732225617,2.2344386051074654,4636,55,3.0635516656131707,0.37903494446961467
CID-05180,Attrited,26,F,4,Doctorate,Married,Less than $40K,Silver,15,6,3,2,2412.2,2054,2802.4907942272985,3.2860571601285002,4339,76,1.5402576927282166,0.7189446589219775
CID-05181,Existing,66,M,3,Post-Graduate,Unknown,$80K - $120K,Gold,44,6,2,4,11871.0,1117,3775.584945974944,2.1772528254430457,2442,54,2.8409217843107064,0.02473648677742693
CID-05182,Existing,57,F,0,Uneducated,Single,$120K +,Silver,22,6,2,1,8434.5,1269,4781.280705512608,1.3115244353294595,4476,40,2.4019369607672476,0.7431668255359117
CID-05183,Existing,43,M,3,Post-Graduate,Married,$120K +,Blue,31,6,2,2,3829.5,430,1849.1666400633976,1.393161815296334,2795,86,2.2239436615873704,0.01442152096324697
CID-05184,Attrited,62,M,5,Graduate,Unknown,$60K - $80K,Blue,43,2,3,3,3677.0,1395,2420.6656809160177,0.60976296807764,6003,99,3.3197343456226864,0.5352372188819482
CID-05185,Existing,22,F,3,Graduate,Divorced,Less than $40K,Blue,59,2,1,2,2141.2999999999997,1285,1120.374407942168,2.8096576777254967,4009,73,0.9494348941375939,0.6160494752523563
CID-05186,Attrited,46,F,0,Graduate,Married,$80K - $120K,Silver,26,2,3,5,5997.0,-55,2455.5555115242178,2.4438255138676204,552,95,2.5618714569008536,0.3776948622687758
CID-05187,Existing,39,M,1,Graduate,Married,$80K - $120K,Blue,36,5,3,3,8143.5,2012,4588.794794164873,1.2192264031813753,1365,34,2.476833639298586,0.33785075622900335
CID-05188,Existing,66,F,5,Graduate,Single,$40K - $60K,Gold,28,5,4,2,8890.5,2127,3663.4774656185514,1.3667450659402893,3918,62,2.767758272161675,0.005595921377130814
CID-05189,Attrited,20,F,0,Graduate,Single,Unknown,Blue,33,6,2,4,7492.0,1146,6120.804183007123,1.3047276064019573,2686,37,1.1162154343564787,0.09209005328198851
CID-05190,Existing,45,F,3,High School,Married,Less than $40K,Blue,45,1,1,8,4097.099999999999,1945,4403.187699040808,3.127220950214899,2324,23,1.3144157422198,0.8233794824185665
CID-05191,Existing,55,F,5,High School,Married,$40K - $60K,Blue,44,1,0,6,2234.0,2279,1309.3464166685167,3.1110101313340994,3797,23,0.5527043702675224,0.3797930695330983
CID-05192,Existing,31,F,2,Unknown,Married,Less than $40K,Silver,36,1,1,4,3598.7,751,4486.773071474848,2.540591833900742,2761,87,2.586036783487743,0.15214730675910837
CID-05193,Existing,64,M,3,High School,Single,Unknown,Blue,25,2,0,3,5158.0,233,4385.102195167912,3.481115452866198,1369,29,3.3265349238044264,0.8053002706362862
CID-05194,Attrited,31,M,0,High School,Married,Unknown,Blue,57,4,5,6,1807.3999999999999,1808,1294.3882926936428,3.407350342889446,2030,62,1.8351447451927558,0.16327241823344657
CID-05195,Existing,60,F,3,Graduate,Single,$60K - $80K,Blue,41,4,3,4,3824.0,1844,2155.3606698315616,3.3295438670690105,3494,21,1.8762291612103708,0.48548897233417154
CID-05196,Existing,28,M,0,College,Married,$120K +,Blue,33,3,0,7,9435.0,2781,5202.568033350156,1.3268969615933295,5103,91,0.5432771930106128,0.2198903636812383
CID-05197,Existing,26,M,4,Graduate,Married,$40K - $60K,Silver,33,3,1,4,2957.0,1383,1806.1766450377693,2.876602293236743,1629,29,2.5445725289898506,0.33203438871554886
CID-05198,Existing,55,M,1,High School,Married,Less than $40K,Blue,30,6,3,2,4670.4,1856,5158.124719379324,3.3816024078833182,480,93,1.504474221241034,0.373569659013839
CID-05199,Existing,64,M,1,High School,Single,Less than $40K,Blue,49,6,2,0,2545.2,1116,3478.7485520032806,2.9663741640269805,6473,85,1.0822246158244906,0.20435350132701932
CID-05200,Existing,61,F,5,Uneducated,Single,$60K - $80K,Blue,15,2,1,3,4791.0,811,4576.064031652546,3.309055838119046,1472,76,2.137275113204312,0.028348610073083067
CID-05201,Existing,23,F,0,Doctorate,Single,$60K - $80K,Blue,19,3,2,3,2428.0,2226,1543.5377608061171,2.3845425814855097,2786,32,2.540565462489599,0.5946819206595715
CID-05202,Attrited,18,M,1,High School,Married,$80K - $120K,Blue,56,4,2,5,7537.5,2099,4962.622461493438,0.9504250511440412,6586,52,3.0355705894706695,0.41459835455116384
CID-05203,Existing,42,F,2,Post-Graduate,Single,$40K - $60K,Blue,50,5,0,2,5137.0,377,4701.7215698702785,3.09519040961137,7060,32,1.4994259641414942,0.6773930192509107
CID-05204,Existing,33,F,5,Graduate,Married,$80K - $120K,Blue,21,2,2,3,4960.5,1583,2282.5222659497945,0.5667094707706687,4207,47,1.2849571266789312,0.7056539407080169
CID-05205,Attrited,69,M,2,Post-Graduate,Single,Unknown,Blue,39,5,3,7,4272.0,1043,3734.2348380008953,3.4760041802808432,3427,32,2.5933270264274566,0.2505599873785292
CID-05206,Existing,32,F,1,Graduate,Married,$120K +,Blue,32,3,4,2,8011.5,2062,4833.387943799218,2.5347185711807265,2599,75,3.017348195208202,0.06339939857598188
CID-05207,Existing,51,M,0,College,Married,$80K - $120K,Blue,12,5,3,4,9628.5,1328,4819.39142898191,1.0019214629467839,5573,18,0.7007292776550459,0.8209916917629133
CID-05208,Existing,34,M,5,Post-Graduate,Married,Unknown,Blue,48,1,3,4,5174.0,1471,4019.319033866374,2.916725645510458,6562,21,2.382311216311493,0.7897450768734353
CID-05209,Attrited,20,M,2,Graduate,Single,Unknown,Blue,45,2,3,6,9615.0,2162,9587.193846733391,0.8988819708607019,762,78,3.4009262353823546,0.27677465405991014
CID-05210,Existing,20,F,1,Unknown,Married,$60K - $80K,Blue,22,2,1,6,6011.0,1925,4476.509371346656,0.9023334083648412,861,94,2.8544976746340938,0.4326843487131986
CID-05211,Attrited,54,M,3,Unknown,Married,$40K - $60K,Blue,27,6,1,5,7084.0,550,6059.81407832909,3.319288502706184,4012,74,0.6897569205961592,0.6182212802228625
CID-05212,Existing,34,F,2,Doctorate,Single,Unknown,Silver,50,3,5,3,1879.0,1536,409.35184120253507,2.572059540856503,4896,23,0.5791546317461496,0.7564960697541429
CID-05213,Existing,66,F,4,Graduate,Single,$120K +,Blue,25,4,1,4,6517.5,1589,4018.335292401167,1.08198741376555,7202,78,1.9245078246892162,0.2515861552467442
CID-05214,Existing,69,M,5,College,Married,Less than $40K,Blue,12,5,1,1,4541.599999999999,773,5382.686526606025,2.5401158119944522,5709,89,2.173963755984316,0.10010351684566304
CID-05215,Existing,55,M,2,Uneducated,Unknown,Unknown,Gold,42,5,3,4,8643.0,1800,4815.023646919658,1.3250676615862635,651,26,0.5832706195233249,0.3733016680831434
CID-05216,Existing,18,M,5,Uneducated,Single,$40K - $60K,Blue,55,6,1,4,7936.0,1932,6665.036104047138,1.3667850302440716,1466,25,2.9088862325992717,0.44630316990816044
CID-05217,Existing,24,M,1,Graduate,Married,$40K - $60K,Blue,54,5,1,1,3701.0,330,2749.811825265952,1.8505058759124715,2873,90,2.4800521989221167,0.034351575873412664
CID-05218,Existing,43,F,1,Graduate,Divorced,$40K - $60K,Blue,23,5,5,6,2099.0,993,1735.625695300303,1.9741165496322206,1335,85,1.6135517627963107,0.7410982933698266
CID-05219,Existing,64,M,5,Graduate,Married,$40K - $60K,Silver,38,3,1,5,4036.0,1700,3183.3502817257104,2.669387079581498,1226,92,3.3223454872573503,0.2941055748766804
CID-05220,Existing,56,M,1,High School,Married,$60K - $80K,Platinum,28,5,7,3,2000.0,1783,0.0,2.877721574453116,2497,57,3.0908497163698523,0.12039965441453304
CID-05221,Existing,36,M,0,Post-Graduate,Married,$60K - $80K,Silver,27,6,0,4,7069.0,1354,7040.254518485932,1.7401348475175848,5984,81,1.3520731784181719,0.1582041851707449
CID-05222,Existing,69,F,5,Doctorate,Single,$60K - $80K,Blue,12,6,3,2,1000.0,2231,750.3721853439788,1.04163119921854,4197,24,2.4615521701873626,0.7123725211677422
CID-05223,Existing,47,F,0,Graduate,Married,$60K - $80K,Gold,41,1,2,5,9790.5,1557,5688.828553651422,0.9653351502651143,4729,99,2.7311968952654073,0.02386063612626538
CID-05224,Existing,60,F,5,High School,Single,$80K - $120K,Silver,48,6,1,1,8157.0,1410,4034.7452862479527,3.123295325865735,1027,93,3.347144171094428,0.12840179436853214
CID-05225,Existing,31,F,3,High School,Single,Less than $40K,Silver,34,6,1,4,5798.099999999999,2023,7486.952073871947,2.9298544938657285,5532,72,2.92503084296077,0.6012729983660748
CID-05226,Existing,30,M,3,Graduate,Single,Unknown,Blue,38,5,3,0,5984.0,3064,5971.143388351142,2.7962132313073735,4840,65,2.520278384694431,0.13300537873782672
CID-05227,Existing,37,M,2,College,Married,$80K - $120K,Blue,48,1,2,3,15441.0,1660,9431.521203472254,2.832103839244665,4711,89,3.255752832369743,0.4485944917574583
CID-05228,Attrited,43,F,1,Graduate,Unknown,$80K - $120K,Silver,27,5,2,4,1500.0,1544,0.0,1.9562870843878253,3354,91,2.0793862854071055,0.23272327324747247
CID-05229,Existing,44,F,3,Graduate,Married,$60K - $80K,Blue,35,4,2,4,6241.0,974,5609.125199466863,2.670904413308987,2984,44,1.7106061496221114,0.15472714164741652
CID-05230,Existing,42,M,1,High School,Single,Unknown,Silver,39,6,0,4,10043.0,1301,9131.88285931903,2.867077386851265,3540,78,1.1824571035649383,0.04973040743363251
CID-05231,Existing,26,M,2,Graduate,Married,Less than $40K,Blue,41,5,4,0,1344.6999999999998,283,1048.0524177880134,2.9720159153904797,2878,41,1.106755129050804,0.2900873477603032
CID-05232,Existing,58,M,0,Graduate,Married,Less than $40K,Blue,37,2,2,5,5162.5,1477,6510.951788641128,0.707139407185828,5090,59,2.6525752856324143,0.30617664629375674
CID-05233,Existing,65,F,3,Graduate,Married,$120K +,Silver,35,6,2,1,6039.0,1072,2922.1523894111824,1.643127109329394,3302,89,2.233199647038856,0.3228203123143952
CID-05234,Existing,29,M,4,College,Married,$80K - $120K,Blue,42,5,3,2,8796.0,1250,5272.9477650716535,2.825220243953517,2289,27,3.0350702080099867,0.6646648999875296
CID-05235,Existing,27,M,4,College,Divorced,$40K - $60K,Silver,36,4,1,4,6519.0,2018,6393.850642548532,1.5117271920292548,2420,96,2.646706621699909,0.7031341415818578
CID-05236,Existing,23,F,4,Uneducated,Single,$60K - $80K,Blue,13,5,2,2,2338.0,1685,2132.831471798637,1.067786691458497,5068,73,1.6278372549649482,0.3067824016194018
CID-05237,Existing,67,M,4,Post-Graduate,Single,Unknown,Blue,18,6,0,5,6030.0,2457,4661.573976781272,2.195093401130825,-430,52,2.6754120626740736,0.449867455984515
CID-05238,Existing,51,M,4,Doctorate,Married,$60K - $80K,Blue,59,6,2,3,3362.0,2527,2922.869492860682,0.8139891237459097,3826,80,2.460917746349386,0.0224770374292644
CID-05239,Existing,69,M,4,High School,Married,$60K - $80K,Blue,34,4,6,5,6197.0,1335,5032.304020111625,2.4659505878964216,1104,41,3.0176964773188866,0.41943990904847506
